region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,custcat,income_log,age_scaled,tenure_scaled,employ_scaled,retire_scaled
2,61,45,0,21,80.0,2,13,0.0,1,1,2,4.394449154672439,0.2641697397793046,1.1932102514562128,0.19976094667481067,-0.2220764357981978
2,16,26,0,7,21.0,4,1,0.0,0,6,4,3.091042453358316,-1.249468696833115,-0.9146040421580443,-0.9910643688233156,-0.2220764357981978
2,7,43,0,4,69.0,3,5,0.0,1,1,1,4.248495242049359,0.10483937803062884,-1.3361669008808956,-0.5941225969906069,-0.2220764357981978
3,20,31,1,10,39.0,2,3,0.0,1,2,1,3.6888794541139363,-0.8511427924614257,-0.7272427716145548,-0.7925934829069612,-0.2220764357981978
2,35,38,0,7,90.0,2,18,0.0,0,4,2,4.51085950651685,-0.29348652634106054,-0.02463800707646903,0.6959381614656966,-0.2220764357981978
1,60,37,1,12,64.0,5,1,0.0,1,2,2,4.174387269895637,-0.3731517072153984,1.1463699338203404,-0.9910643688233156,-0.2220764357981978
2,47,25,0,2,28.0,2,6,0.0,0,1,4,3.367295829986474,-1.3291338777074528,0.5374458045539995,-0.49488715403242967,-0.2220764357981978
2,33,28,1,3,24.0,2,0,0.0,1,6,1,3.2188758248682006,-1.0901383350844394,-0.11831864234821379,-1.0902998117814928,-0.2220764357981978
3,12,34,0,2,44.0,2,7,0.0,0,1,1,3.8066624897703196,-0.6121472498384121,-1.1019653127015336,-0.39565171107425245,-0.2220764357981978
1,10,31,0,0,32.0,4,7,0.0,1,2,2,3.4965075614664802,-0.8511427924614257,-1.1956459479732786,-0.39565171107425245,-0.2220764357981978
2,69,33,1,9,52.0,4,9,0.0,1,3,3,3.970291913552122,-0.6918124307127499,1.5679327925431918,-0.1971808251578981,-0.2220764357981978
1,23,20,0,1,15.0,3,0,0.0,1,1,2,2.772588722239781,-1.7274597820791422,-0.5867218187069376,-1.0902998117814928,-0.2220764357981978
1,53,31,0,10,46.0,3,6,0.0,0,2,2,3.8501476017100584,-0.8511427924614257,0.8184877103692338,-0.49488715403242967,-0.2220764357981978
2,60,57,1,14,107.0,2,33,0.0,1,2,3,4.68213122712422,1.2201519102713592,1.1463699338203404,2.1844698058383543,-0.2220764357981978
2,33,33,0,7,56.0,2,11,0.0,0,1,1,4.04305126783455,-0.6918124307127499,-0.11831864234821379,0.0012900607584562936,-0.2220764357981978
3,67,40,1,21,40.0,4,7,0.0,1,4,4,3.713572066704308,-0.13415616459238477,1.474252157271447,-0.39565171107425245,-0.2220764357981978
3,15,38,1,5,56.0,3,13,0.0,0,3,3,4.04305126783455,-0.29348652634106054,-0.9614443597939166,0.19976094667481067,-0.2220764357981978
3,64,31,1,5,46.0,2,7,0.0,1,4,2,3.8501476017100584,-0.8511427924614257,1.3337312043638299,-0.39565171107425245,-0.2220764357981978
2,46,49,1,13,51.0,2,21,0.0,0,2,1,3.9512437185814275,0.5828304632766561,0.49060548691812716,0.9936444903402282,-0.2220764357981978
2,72,60,1,33,12.0,1,20,1.0,0,3,4,2.5649493574615367,1.4591474528943726,1.708453745450809,0.894409047382051,4.502954113099627
1,61,43,1,6,34.0,5,6,0.0,0,3,4,3.5553480614894135,0.10483937803062884,1.1932102514562128,-0.49488715403242967,-0.2220764357981978
3,54,27,0,3,27.0,2,6,0.0,1,5,4,3.332204510175204,-1.1698035159587772,0.8653280280051062,-0.49488715403242967,-0.2220764357981978
3,28,36,0,3,42.0,3,7,0.0,1,1,3,3.7612001156935624,-0.4528168880897363,-0.3525202305275757,-0.39565171107425245,-0.2220764357981978
2,28,38,0,8,119.0,5,2,0.0,0,3,4,4.787491742782046,-0.29348652634106054,-0.3525202305275757,-0.8918289258651384,-0.2220764357981978
2,32,43,0,13,146.0,1,27,0.0,1,1,3,4.990432586778736,0.10483937803062884,-0.16515895998408617,1.5890571480892912,-0.2220764357981978
2,52,46,0,17,51.0,2,13,0.0,1,3,2,3.9512437185814275,0.34383492065364246,0.7716473927333615,0.19976094667481067,-0.2220764357981978
1,48,62,0,33,86.0,1,22,1.0,1,1,3,4.465908118654584,1.6184778146430485,0.5842861221898719,1.0928799332984054,4.502954113099627
3,52,42,1,17,27.0,3,8,0.0,1,2,3,3.332204510175204,0.02517419715629097,0.7716473927333615,-0.2964162681160753,-0.2220764357981978
1,37,43,0,8,38.0,3,9,0.0,0,1,2,3.6635616461296463,0.10483937803062884,0.06904262819527573,-0.1971808251578981,-0.2220764357981978
1,41,52,0,26,928.0,3,29,0.0,0,3,3,6.834108738813838,0.8218260058996697,0.25640389873876523,1.7875280340056454,-0.2220764357981978
2,43,27,1,3,21.0,2,1,0.0,1,3,2,3.091042453358316,-1.1698035159587772,0.35008453401051,-0.9910643688233156,-0.2220764357981978
3,67,60,0,24,24.0,1,6,0.0,1,1,3,3.2188758248682006,1.4591474528943726,1.474252157271447,-0.49488715403242967,-0.2220764357981978
3,61,52,1,30,91.0,1,25,0.0,1,2,1,4.5217885770490405,0.8218260058996697,1.1932102514562128,1.390586262172937,-0.2220764357981978
3,70,39,1,20,38.0,2,8,0.0,1,4,3,3.6635616461296463,-0.21382134546672266,1.6147731101790643,-0.2964162681160753,-0.2220764357981978
3,44,32,1,1,96.0,4,5,0.0,1,4,4,4.574710978503383,-0.7714776115870878,0.39692485164638236,-0.5941225969906069,-0.2220764357981978
3,46,45,0,12,96.0,3,17,0.0,0,1,2,4.574710978503383,0.2641697397793046,0.49060548691812716,0.5967027185075194,-0.2220764357981978
3,39,34,0,2,54.0,3,5,0.0,0,1,1,4.007333185232471,-0.6121472498384121,0.16272326346702048,-0.5941225969906069,-0.2220764357981978
2,39,59,0,20,1668.0,4,27,0.0,1,1,2,7.419979923661835,1.3794822720200348,0.16272326346702048,1.5890571480892912,-0.2220764357981978
2,50,29,1,10,53.0,4,0,0.0,1,4,4,3.9889840465642745,-1.0104731542101013,0.6779667574616166,-1.0902998117814928,-0.2220764357981978
3,5,31,0,1,21.0,3,1,0.0,1,2,1,3.091042453358316,-0.8511427924614257,-1.4298475361526404,-0.9910643688233156,-0.2220764357981978
2,10,34,0,1,52.0,5,3,0.0,1,1,2,3.970291913552122,-0.6121472498384121,-1.1956459479732786,-0.7925934829069612,-0.2220764357981978
1,72,69,0,45,17.0,3,36,1.0,1,1,2,2.8903717578961645,2.1761340807634135,1.708453745450809,2.4821761347128857,4.502954113099627
2,68,60,0,40,262.0,2,39,0.0,1,1,3,5.572154032177765,1.4591474528943726,1.5210924749073196,2.7798824635874175,-0.2220764357981978
3,58,28,0,5,34.0,5,1,0.0,1,1,2,3.5553480614894135,-1.0901383350844394,1.0526892985485956,-0.9910643688233156,-0.2220764357981978
3,18,44,1,10,107.0,1,19,0.0,1,7,1,4.68213122712422,0.18450455890496673,-0.8209234068862995,0.7951736044238739,-0.2220764357981978
1,65,45,1,25,67.0,5,13,0.0,1,2,3,4.219507705176107,0.2641697397793046,1.3805715219997023,0.19976094667481067,-0.2220764357981978
3,8,45,0,1,37.0,4,0,0.0,0,1,2,3.6375861597263857,0.2641697397793046,-1.2893265832450234,-1.0902998117814928,-0.2220764357981978
2,1,20,0,1,21.0,2,0,0.0,1,2,1,3.091042453358316,-1.7274597820791422,-1.6172088066961299,-1.0902998117814928,-0.2220764357981978
3,42,58,0,7,22.0,1,4,0.0,1,1,2,3.1354942159291497,1.299817091145697,0.3032442163746376,-0.693358039948784,-0.2220764357981978
1,4,25,1,3,71.0,3,3,0.0,1,5,1,4.276666119016055,-1.3291338777074528,-1.4766878537885129,-0.7925934829069612,-0.2220764357981978
3,17,35,0,4,77.0,3,8,0.0,1,1,3,4.356708826689592,-0.5324820689640741,-0.8677637245221719,-0.2964162681160753,-0.2220764357981978
2,8,24,1,1,18.0,4,0,0.0,1,5,4,2.9444389791664403,-1.4087990585817909,-1.2893265832450234,-1.0902998117814928,-0.2220764357981978
1,49,37,1,17,50.0,2,12,0.0,1,2,2,3.9318256327243257,-0.3731517072153984,0.6311264398257442,0.10052550371663348,-0.2220764357981978
1,56,46,1,21,33.0,4,7,0.0,0,2,2,3.5263605246161616,0.34383492065364246,0.959008663276851,-0.39565171107425245,-0.2220764357981978
1,62,57,1,21,94.0,1,22,0.0,0,2,4,4.553876891600541,1.2201519102713592,1.240050569092085,1.0928799332984054,-0.2220764357981978
2,42,57,1,25,209.0,1,40,0.0,1,4,1,5.3471075307174685,1.2201519102713592,0.3032442163746376,2.8791179065455945,-0.2220764357981978
1,13,32,0,7,31.0,4,5,0.0,0,2,3,3.4657359027997265,-0.7714776115870878,-1.0551249950656614,-0.5941225969906069,-0.2220764357981978
1,69,46,1,18,66.0,2,19,0.0,0,4,2,4.204692619390966,0.34383492065364246,1.5679327925431918,0.7951736044238739,-0.2220764357981978
2,45,59,0,14,51.0,1,15,0.0,0,2,1,3.9512437185814275,1.3794822720200348,0.44376516928225473,0.39823183259116507,-0.2220764357981978
2,66,42,1,18,118.0,2,20,0.0,0,2,2,4.77912349311153,0.02517419715629097,1.4274118396355748,0.894409047382051,-0.2220764357981978
2,15,35,0,10,25.0,2,3,0.0,0,1,1,3.258096538021482,-0.5324820689640741,-0.9614443597939166,-0.7925934829069612,-0.2220764357981978
1,41,44,1,1,59.0,3,21,0.0,1,3,2,4.0943445622221,0.18450455890496673,0.25640389873876523,0.9936444903402282,-0.2220764357981978
2,11,20,0,1,20.0,2,0,0.0,1,1,4,3.044522437723423,-1.7274597820791422,-1.1488056303374061,-1.0902998117814928,-0.2220764357981978
3,45,30,1,0,63.0,5,4,0.0,0,4,4,4.1588830833596715,-0.9308079733357635,0.44376516928225473,-0.693358039948784,-0.2220764357981978
1,52,62,0,23,36.0,4,17,0.0,0,1,1,3.6109179126442243,1.6184778146430485,0.7716473927333615,0.5967027185075194,-0.2220764357981978
1,42,56,0,24,72.0,4,18,0.0,1,1,4,4.290459441148391,1.1404867293970211,0.3032442163746376,0.6959381614656966,-0.2220764357981978
2,48,35,0,11,50.0,1,16,0.0,0,3,3,3.9318256327243257,-0.5324820689640741,0.5842861221898719,0.4974672755493422,-0.2220764357981978
3,4,31,0,5,39.0,2,5,0.0,0,2,4,3.6888794541139363,-0.8511427924614257,-1.4766878537885129,-0.5941225969906069,-0.2220764357981978
3,53,64,1,10,54.0,2,20,0.0,1,2,4,4.007333185232471,1.7778081763917242,0.8184877103692338,0.894409047382051,-0.2220764357981978
3,1,59,0,4,9.0,1,4,1.0,0,1,3,2.302585092994046,1.3794822720200348,-1.6172088066961299,-0.693358039948784,4.502954113099627
3,19,30,1,10,33.0,4,1,0.0,0,3,4,3.5263605246161616,-0.9308079733357635,-0.7740830892504271,-0.9910643688233156,-0.2220764357981978
2,33,30,0,11,28.0,1,9,0.0,0,1,1,3.367295829986474,-0.9308079733357635,-0.11831864234821379,-0.1971808251578981,-0.2220764357981978
3,42,36,1,14,44.0,2,11,0.0,0,3,3,3.8066624897703196,-0.4528168880897363,0.3032442163746376,0.0012900607584562936,-0.2220764357981978
1,60,32,0,12,34.0,4,4,0.0,1,2,2,3.5553480614894135,-0.7714776115870878,1.1463699338203404,-0.693358039948784,-0.2220764357981978
2,57,51,1,7,68.0,4,18,0.0,1,3,3,4.23410650459726,0.7421608250253319,1.0058489809127233,0.6959381614656966,-0.2220764357981978
1,64,39,0,5,37.0,1,9,0.0,0,1,1,3.6375861597263857,-0.21382134546672266,1.3337312043638299,-0.1971808251578981,-0.2220764357981978
2,28,20,1,1,18.0,3,0,0.0,0,3,4,2.9444389791664403,-1.7274597820791422,-0.3525202305275757,-1.0902998117814928,-0.2220764357981978
1,29,35,1,10,55.0,2,7,0.0,0,4,3,4.02535169073515,-0.5324820689640741,-0.3056799128917033,-0.39565171107425245,-0.2220764357981978
1,46,31,1,12,21.0,1,5,0.0,0,5,3,3.091042453358316,-0.8511427924614257,0.49060548691812716,-0.5941225969906069,-0.2220764357981978
1,22,41,1,9,29.0,3,11,0.0,0,4,1,3.4011973816621555,-0.054490983718046906,-0.63356213634281,0.0012900607584562936,-0.2220764357981978
2,10,56,0,26,9.0,2,6,1.0,0,2,1,2.302585092994046,1.1404867293970211,-1.1956459479732786,-0.49488715403242967,4.502954113099627
3,50,41,0,16,138.0,2,18,0.0,1,1,2,4.9344739331306915,-0.054490983718046906,0.6779667574616166,0.6959381614656966,-0.2220764357981978
1,55,65,0,34,28.0,4,12,1.0,1,1,4,3.367295829986474,1.857473357266062,0.9121683456409786,0.10052550371663348,4.502954113099627
2,15,54,0,7,62.0,1,11,0.0,0,1,1,4.143134726391533,0.9811563676483455,-0.9614443597939166,0.0012900607584562936,-0.2220764357981978
1,31,32,1,13,37.0,3,8,0.0,1,3,4,3.6375861597263857,-0.7714776115870878,-0.21199927761995854,-0.2964162681160753,-0.2220764357981978
3,5,44,0,5,83.0,1,16,0.0,1,1,2,4.430816798843313,0.18450455890496673,-1.4298475361526404,0.4974672755493422,-0.2220764357981978
2,69,63,0,28,168.0,1,43,0.0,1,2,3,5.1298987149230735,1.6981429955173863,1.5679327925431918,3.1768242354201264,-0.2220764357981978
2,26,27,1,4,33.0,4,1,0.0,0,6,4,3.5263605246161616,-1.1698035159587772,-0.44620086579932045,-0.9910643688233156,-0.2220764357981978
3,10,33,1,2,66.0,3,9,0.0,1,4,1,4.204692619390966,-0.6918124307127499,-1.1956459479732786,-0.1971808251578981,-0.2220764357981978
1,26,30,0,9,18.0,4,1,0.0,0,3,4,2.9444389791664403,-0.9308079733357635,-0.44620086579932045,-0.9910643688233156,-0.2220764357981978
3,25,30,0,0,20.0,1,4,0.0,1,1,3,3.044522437723423,-0.9308079733357635,-0.4930411834351928,-0.693358039948784,-0.2220764357981978
3,30,23,1,4,19.0,3,1,0.0,0,4,2,2.995732273553991,-1.4884642394561287,-0.25883959525583095,-0.9910643688233156,-0.2220764357981978
1,21,39,1,7,25.0,2,1,0.0,0,4,3,3.258096538021482,-0.21382134546672266,-0.6804024539786824,-0.9910643688233156,-0.2220764357981978
1,71,46,0,27,119.0,5,7,0.0,1,1,4,4.787491742782046,0.34383492065364246,1.6616134278149366,-0.39565171107425245,-0.2220764357981978
3,11,48,1,5,323.0,4,25,0.0,0,4,3,5.780743515792329,0.5031652824023182,-1.1488056303374061,1.390586262172937,-0.2220764357981978
1,24,30,1,7,45.0,1,11,0.0,1,2,1,3.828641396489095,-0.9308079733357635,-0.5398815010710653,0.0012900607584562936,-0.2220764357981978
1,65,59,1,27,197.0,4,26,0.0,0,2,2,5.288267030694535,1.3794822720200348,1.3805715219997023,1.4898217051311142,-0.2220764357981978
1,16,34,1,13,56.0,3,10,0.0,1,3,1,4.04305126783455,-0.6121472498384121,-0.9146040421580443,-0.09794538219972089,-0.2220764357981978
3,37,51,1,26,24.0,4,4,0.0,0,2,2,3.2188758248682006,0.7421608250253319,0.06904262819527573,-0.693358039948784,-0.2220764357981978
1,5,30,0,4,25.0,3,6,0.0,0,1,3,3.258096538021482,-0.9308079733357635,-1.4298475361526404,-0.49488715403242967,-0.2220764357981978
1,3,55,1,9,26.0,5,0,0.0,1,2,2,3.295836866004329,1.0608215485226833,-1.5235281714243851,-1.0902998117814928,-0.2220764357981978
1,5,32,0,6,33.0,4,3,0.0,0,2,1,3.5263605246161616,-0.7714776115870878,-1.4298475361526404,-0.7925934829069612,-0.2220764357981978
1,60,44,1,4,150.0,2,24,0.0,0,2,4,5.017279836814924,0.18450455890496673,1.1463699338203404,1.2913508192147598,-0.2220764357981978
2,19,37,1,4,99.0,2,15,0.0,1,3,2,4.605170185988092,-0.3731517072153984,-0.7740830892504271,0.39823183259116507,-0.2220764357981978
3,54,40,0,19,50.0,4,12,0.0,1,2,4,3.9318256327243257,-0.13415616459238477,0.8653280280051062,0.10052550371663348,-0.2220764357981978
2,25,41,0,3,81.0,3,20,0.0,1,4,3,4.406719247264253,-0.054490983718046906,-0.4930411834351928,0.894409047382051,-0.2220764357981978
2,1,36,0,6,21.0,1,1,0.0,0,2,2,3.091042453358316,-0.4528168880897363,-1.6172088066961299,-0.9910643688233156,-0.2220764357981978
3,54,68,0,7,273.0,3,27,0.0,1,1,1,5.6131281063880705,2.096468899889076,0.8653280280051062,1.5890571480892912,-0.2220764357981978
1,14,31,1,9,39.0,3,4,0.0,1,7,1,3.6888794541139363,-0.8511427924614257,-1.008284677429789,-0.693358039948784,-0.2220764357981978
3,14,28,1,7,17.0,2,3,0.0,0,4,1,2.8903717578961645,-1.0901383350844394,-1.008284677429789,-0.7925934829069612,-0.2220764357981978
2,10,45,1,8,115.0,3,17,0.0,1,4,2,4.7535901911063645,0.2641697397793046,-1.1956459479732786,0.5967027185075194,-0.2220764357981978
1,7,23,0,3,27.0,2,1,0.0,1,3,1,3.332204510175204,-1.4884642394561287,-1.3361669008808956,-0.9910643688233156,-0.2220764357981978
2,33,45,0,24,35.0,1,6,0.0,0,1,3,3.58351893845611,0.2641697397793046,-0.11831864234821379,-0.49488715403242967,-0.2220764357981978
1,3,23,0,2,20.0,2,4,0.0,0,1,1,3.044522437723423,-1.4884642394561287,-1.5235281714243851,-0.693358039948784,-0.2220764357981978
2,56,58,1,3,92.0,1,25,0.0,0,3,1,4.532599493153256,1.299817091145697,0.959008663276851,1.390586262172937,-0.2220764357981978
2,54,56,0,8,207.0,2,35,0.0,1,1,3,5.337538079701318,1.1404867293970211,0.8653280280051062,2.3829406917547087,-0.2220764357981978
1,72,55,1,28,40.0,1,11,0.0,0,5,2,3.713572066704308,1.0608215485226833,1.708453745450809,0.0012900607584562936,-0.2220764357981978
1,18,29,0,4,40.0,2,1,0.0,0,1,3,3.713572066704308,-1.0104731542101013,-0.8209234068862995,-0.9910643688233156,-0.2220764357981978
3,25,29,0,9,55.0,4,1,0.0,0,1,1,4.02535169073515,-1.0104731542101013,-0.4930411834351928,-0.9910643688233156,-0.2220764357981978
1,42,62,0,26,26.0,1,35,1.0,1,1,1,3.295836866004329,1.6184778146430485,0.3032442163746376,2.3829406917547087,4.502954113099627
3,4,37,0,2,41.0,2,8,0.0,0,1,1,3.7376696182833684,-0.3731517072153984,-1.4766878537885129,-0.2964162681160753,-0.2220764357981978
2,12,50,1,16,203.0,4,25,0.0,0,2,1,5.318119993844216,0.6624956441509939,-1.1019653127015336,1.390586262172937,-0.2220764357981978
2,53,64,1,17,380.0,2,36,0.0,1,2,3,5.942799375126701,1.7778081763917242,0.8184877103692338,2.4821761347128857,-0.2220764357981978
2,13,38,1,8,104.0,4,6,0.0,0,7,4,4.653960350157523,-0.29348652634106054,-1.0551249950656614,-0.49488715403242967,-0.2220764357981978
3,18,31,1,12,24.0,3,4,0.0,0,4,2,3.2188758248682006,-0.8511427924614257,-0.8209234068862995,-0.693358039948784,-0.2220764357981978
3,67,42,1,20,81.0,3,20,0.0,1,5,4,4.406719247264253,0.02517419715629097,1.474252157271447,0.894409047382051,-0.2220764357981978
2,6,24,0,2,17.0,1,1,0.0,0,1,3,2.8903717578961645,-1.4087990585817909,-1.383007218516768,-0.9910643688233156,-0.2220764357981978
1,25,46,0,13,45.0,1,12,0.0,1,1,3,3.828641396489095,0.34383492065364246,-0.4930411834351928,0.10052550371663348,-0.2220764357981978
2,15,39,0,19,32.0,2,2,0.0,0,1,2,3.4965075614664802,-0.21382134546672266,-0.9614443597939166,-0.8918289258651384,-0.2220764357981978
3,32,35,0,12,57.0,4,5,0.0,0,1,2,4.060443010546419,-0.5324820689640741,-0.16515895998408617,-0.5941225969906069,-0.2220764357981978
2,22,39,0,0,63.0,4,9,0.0,0,1,2,4.1588830833596715,-0.21382134546672266,-0.63356213634281,-0.1971808251578981,-0.2220764357981978
2,8,22,0,3,25.0,4,0,0.0,0,1,3,3.258096538021482,-1.5681294203304665,-1.2893265832450234,-1.0902998117814928,-0.2220764357981978
1,3,31,1,4,22.0,1,1,0.0,0,2,1,3.1354942159291497,-0.8511427924614257,-1.5235281714243851,-0.9910643688233156,-0.2220764357981978
2,32,54,0,6,155.0,2,20,0.0,0,1,1,5.049856007249537,0.9811563676483455,-0.16515895998408617,0.894409047382051,-0.2220764357981978
1,49,54,0,24,30.0,2,5,0.0,0,1,2,3.4339872044851463,0.9811563676483455,0.6311264398257442,-0.5941225969906069,-0.2220764357981978
2,2,28,0,7,46.0,3,0,0.0,1,1,4,3.8501476017100584,-1.0901383350844394,-1.5703684890602576,-1.0902998117814928,-0.2220764357981978
1,39,47,0,1,68.0,4,10,0.0,1,2,2,4.23410650459726,0.42350010152798034,0.16272326346702048,-0.09794538219972089,-0.2220764357981978
1,42,33,0,2,67.0,2,5,0.0,0,2,2,4.219507705176107,-0.6918124307127499,0.3032442163746376,-0.5941225969906069,-0.2220764357981978
1,28,36,0,3,69.0,3,2,0.0,0,1,4,4.248495242049359,-0.4528168880897363,-0.3525202305275757,-0.8918289258651384,-0.2220764357981978
2,41,46,1,14,47.0,2,11,0.0,0,5,4,3.871201010907891,0.34383492065364246,0.25640389873876523,0.0012900607584562936,-0.2220764357981978
3,67,50,1,31,83.0,2,12,0.0,0,2,2,4.430816798843313,0.6624956441509939,1.474252157271447,0.10052550371663348,-0.2220764357981978
1,38,40,0,15,34.0,2,11,0.0,1,1,2,3.5553480614894135,-0.13415616459238477,0.11588294583114811,0.0012900607584562936,-0.2220764357981978
2,18,38,0,8,45.0,2,2,0.0,1,4,4,3.828641396489095,-0.29348652634106054,-0.8209234068862995,-0.8918289258651384,-0.2220764357981978
2,6,42,1,17,29.0,2,2,0.0,1,2,4,3.4011973816621555,0.02517419715629097,-1.383007218516768,-0.8918289258651384,-0.2220764357981978
2,4,36,0,0,21.0,2,1,0.0,1,3,1,3.091042453358316,-0.4528168880897363,-1.4766878537885129,-0.9910643688233156,-0.2220764357981978
1,13,23,1,3,30.0,3,0,0.0,1,4,4,3.4339872044851463,-1.4884642394561287,-1.0551249950656614,-1.0902998117814928,-0.2220764357981978
1,20,35,0,0,78.0,4,7,0.0,0,1,4,4.3694478524670215,-0.5324820689640741,-0.7272427716145548,-0.39565171107425245,-0.2220764357981978
1,34,49,1,27,61.0,3,15,0.0,1,2,3,4.127134385045092,0.5828304632766561,-0.0714783247123414,0.39823183259116507,-0.2220764357981978
1,46,29,1,4,90.0,5,3,0.0,0,4,4,4.51085950651685,-1.0104731542101013,0.49060548691812716,-0.7925934829069612,-0.2220764357981978
1,48,41,0,21,43.0,2,7,0.0,0,1,2,3.784189633918261,-0.054490983718046906,0.5842861221898719,-0.39565171107425245,-0.2220764357981978
3,69,61,1,12,301.0,2,37,0.0,0,2,3,5.71042701737487,1.5388126337687107,1.5679327925431918,2.581411577671063,-0.2220764357981978
1,32,34,1,7,32.0,2,15,0.0,0,4,1,3.4965075614664802,-0.6121472498384121,-0.16515895998408617,0.39823183259116507,-0.2220764357981978
1,29,29,0,9,41.0,2,9,0.0,0,2,2,3.7376696182833684,-1.0104731542101013,-0.3056799128917033,-0.1971808251578981,-0.2220764357981978
3,55,52,0,22,127.0,1,28,0.0,1,3,2,4.852030263919617,0.8218260058996697,0.9121683456409786,1.6882925910474684,-0.2220764357981978
3,72,60,1,36,271.0,1,43,0.0,1,2,3,5.605802066295998,1.4591474528943726,1.708453745450809,3.1768242354201264,-0.2220764357981978
3,29,26,0,1,32.0,3,2,0.0,1,1,1,3.4965075614664802,-1.249468696833115,-0.3056799128917033,-0.8918289258651384,-0.2220764357981978
2,50,25,1,1,36.0,4,2,0.0,1,5,4,3.6109179126442243,-1.3291338777074528,0.6779667574616166,-0.8918289258651384,-0.2220764357981978
3,35,50,1,11,293.0,3,21,0.0,0,2,1,5.683579767338681,0.6624956441509939,-0.02463800707646903,0.9936444903402282,-0.2220764357981978
3,11,63,0,9,41.0,3,3,0.0,0,1,1,3.7376696182833684,1.6981429955173863,-1.1488056303374061,-0.7925934829069612,-0.2220764357981978
1,9,29,0,9,39.0,3,5,0.0,1,1,1,3.6888794541139363,-1.0104731542101013,-1.2424862656091509,-0.5941225969906069,-0.2220764357981978
2,51,48,0,27,58.0,1,18,0.0,0,1,3,4.07753744390572,0.5031652824023182,0.724807075097489,0.6959381614656966,-0.2220764357981978
1,33,34,1,2,28.0,1,3,0.0,1,3,2,3.367295829986474,-0.6121472498384121,-0.11831864234821379,-0.7925934829069612,-0.2220764357981978
1,25,20,0,0,15.0,2,0,0.0,0,2,3,2.772588722239781,-1.7274597820791422,-0.4930411834351928,-1.0902998117814928,-0.2220764357981978
3,31,34,0,9,105.0,4,7,0.0,1,4,3,4.663439094112067,-0.6121472498384121,-0.21199927761995854,-0.39565171107425245,-0.2220764357981978
2,67,40,1,10,80.0,4,8,0.0,1,2,4,4.394449154672439,-0.13415616459238477,1.474252157271447,-0.2964162681160753,-0.2220764357981978
3,55,45,0,8,36.0,2,9,0.0,0,3,3,3.6109179126442243,0.2641697397793046,0.9121683456409786,-0.1971808251578981,-0.2220764357981978
3,19,50,0,7,112.0,4,3,0.0,1,1,4,4.727387818712341,0.6624956441509939,-0.7740830892504271,-0.7925934829069612,-0.2220764357981978
1,39,34,1,11,55.0,4,10,0.0,1,4,4,4.02535169073515,-0.6121472498384121,0.16272326346702048,-0.09794538219972089,-0.2220764357981978
2,52,35,1,8,40.0,4,1,0.0,0,2,3,3.713572066704308,-0.5324820689640741,0.7716473927333615,-0.9910643688233156,-0.2220764357981978
3,55,37,1,15,23.0,2,0,0.0,1,5,3,3.1780538303479458,-0.3731517072153984,0.9121683456409786,-1.0902998117814928,-0.2220764357981978
2,25,62,0,27,28.0,4,33,1.0,1,1,4,3.367295829986474,1.6184778146430485,-0.4930411834351928,2.1844698058383543,4.502954113099627
3,33,58,0,12,21.0,2,23,1.0,1,1,1,3.091042453358316,1.299817091145697,-0.11831864234821379,1.1921153762565826,4.502954113099627
2,48,35,0,5,63.0,4,12,0.0,0,2,3,4.1588830833596715,-0.5324820689640741,0.5842861221898719,0.10052550371663348,-0.2220764357981978
2,48,31,1,12,52.0,4,3,0.0,0,3,4,3.970291913552122,-0.8511427924614257,0.5842861221898719,-0.7925934829069612,-0.2220764357981978
2,49,57,0,3,189.0,1,31,0.0,1,3,1,5.247024072160486,1.2201519102713592,0.6311264398257442,1.9859989199219998,-0.2220764357981978
3,54,32,1,0,50.0,1,15,0.0,0,3,3,3.9318256327243257,-0.7714776115870878,0.8653280280051062,0.39823183259116507,-0.2220764357981978
1,45,32,1,9,23.0,1,15,0.0,0,4,1,3.1780538303479458,-0.7714776115870878,0.44376516928225473,0.39823183259116507,-0.2220764357981978
3,4,37,1,1,33.0,2,15,0.0,1,5,1,3.5263605246161616,-0.3731517072153984,-1.4766878537885129,0.39823183259116507,-0.2220764357981978
3,49,27,1,3,29.0,3,6,0.0,1,3,2,3.4011973816621555,-1.1698035159587772,0.6311264398257442,-0.49488715403242967,-0.2220764357981978
2,23,35,0,2,96.0,3,4,0.0,0,1,4,4.574710978503383,-0.5324820689640741,-0.5867218187069376,-0.693358039948784,-0.2220764357981978
2,31,44,0,23,80.0,5,15,0.0,0,1,2,4.394449154672439,0.18450455890496673,-0.21199927761995854,0.39823183259116507,-0.2220764357981978
2,55,44,1,2,68.0,2,15,0.0,0,5,3,4.23410650459726,0.18450455890496673,0.9121683456409786,0.39823183259116507,-0.2220764357981978
1,9,28,0,7,30.0,1,4,0.0,1,6,1,3.4339872044851463,-1.0901383350844394,-1.2424862656091509,-0.693358039948784,-0.2220764357981978
2,55,57,1,25,34.0,2,12,0.0,0,3,1,3.5553480614894135,1.2201519102713592,0.9121683456409786,0.10052550371663348,-0.2220764357981978
1,34,30,0,3,35.0,2,2,0.0,1,3,3,3.58351893845611,-0.9308079733357635,-0.0714783247123414,-0.8918289258651384,-0.2220764357981978
1,10,23,0,4,36.0,2,1,0.0,0,3,3,3.6109179126442243,-1.4884642394561287,-1.1956459479732786,-0.9910643688233156,-0.2220764357981978
